Destination,State,Terrain,Remoteness_1to5,Area_Risk_Level,Num_People,Time_of_Visit,Mode_of_Travel,Age,Gender,Purpose,Inside_Restricted_Zone,Weather,Connectivity,Distance_to_Safe_Zone_km,Distance_to_High_Risk_Zone_km,Risk_Score,Safety_Score
Aizawl,Mizoram,City,1,Low,4,Day,Cab,36-45,Female,Night Stay,0,Clear,Good,1.6,2.6,0.198,Low
Tripura Sundari Temple,Tripura,Temple,1,Low,2,Day,Cab,18-25,Female,Trekking,0,Clear,Good,1.33,0.58,0.23,Low
Gangtok,Sikkim,City,1,Low,4,Day,Cab,18-25,Female,Pilgrimage,0,Clear,Good,2.41,2.7,0.176,Low
Aizawl,Mizoram,City,1,Low,5,Day,Bus,26-35,Male,Sightseeing,1,Rain,Good,2.21,0.63,0.375,Medium
Kaziranga National Park,Assam,Wildlife,4,High,3,Day,Cab,46+,Female,Night Stay,0,Clear,Poor,10.1,0.36,0.749,High
Gangtok,Sikkim,City,1,Low,4,Night,Bus,26-35,Female,Trekking,0,Rain,Good,2.03,0.97,0.455,Medium
Shillong,Meghalaya,Hill City,2,Low,4,Day,Bus,26-35,Male,Trekking,0,Rain,Good,0.54,1,0.268,Medium
Nathula Pass,Sikkim,High Pass,5,High,4,Day,Bus,26-35,Male,Night Stay,1,Fog,Poor,5.77,0.61,0.993,Extreme
Sela Pass,Arunachal Pradesh,High Pass,5,High,1,Day,Bike,36-45,Male,Trekking,1,Clear,Poor,8.3,1.37,1,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,2,Night,Bus,36-45,Female,Night Stay,1,Rain,Poor,10.19,0.61,1,Extreme
Imphal,Manipur,City,1,Low,5,Day,Bus,26-35,Female,Trekking,0,Fog,Good,2,0.6,0.221,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,2,Day,Trekking,26-35,Female,Sightseeing,0,Clear,Good,1.69,2.4,0.299,Medium
Shillong,Meghalaya,Hill City,2,Low,5,Night,Cab,26-35,Female,Night Stay,0,Clear,Good,1.37,1.42,0.386,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Night,Cab,18-25,Female,Pilgrimage,0,Clear,Good,1.19,2.92,0.373,Medium
Manas National Park,Assam,Wildlife,4,High,5,Night,Cab,26-35,Female,Pilgrimage,1,Rain,Poor,10.26,0.64,1,Extreme
Gangtok,Sikkim,City,1,Low,3,Day,Cab,26-35,Male,Sightseeing,0,Rain,Good,2.48,1.64,0.26,Medium
Nathula Pass,Sikkim,High Pass,5,High,4,Day,Bus,26-35,Female,Night Stay,1,Rain,Poor,5.27,0.31,1,Extreme
Gangtok,Sikkim,City,1,Low,4,Day,Bus,18-25,Male,Trekking,0,Rain,Good,1.42,0.71,0.246,Low
Shillong,Meghalaya,Hill City,2,Low,5,Night,Bus,46+,Female,Night Stay,0,Clear,Good,2.33,1.2,0.364,Medium
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Bus,46+,Female,Trekking,0,Clear,Good,2.52,2.38,0.156,Low
Tripura Sundari Temple,Tripura,Temple,1,Low,2,Day,Bus,36-45,Male,Pilgrimage,0,Fog,Good,0.94,1.92,0.201,Low
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Cab,18-25,Female,Trekking,1,Clear,Poor,6,0.7,1,Extreme
Aizawl,Mizoram,City,1,Low,5,Day,Bus,18-25,Male,Sightseeing,0,Clear,Good,2.41,2.11,0.103,Low
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,36-45,Male,Sightseeing,0,Clear,Moderate,5.27,2.16,0.374,Medium
Darjeeling,West Bengal,Hill Town,2,Low,4,Night,Bus,26-35,Female,Night Stay,0,Clear,Good,1.86,0.55,0.397,Medium
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Bus,46+,Male,Sightseeing,0,Rain,Good,2.14,1.06,0.177,Low
Kamakhya Temple,Assam,Temple,1,Low,3,Night,Cab,46+,Male,Sightseeing,0,Fog,Good,1.33,1.4,0.414,Medium
Manas National Park,Assam,Wildlife,4,High,4,Day,Cab,26-35,Male,Pilgrimage,1,Rain,Poor,9.67,0.52,0.957,Extreme
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Cab,36-45,Female,Night Stay,0,Clear,Good,0.51,2.83,0.387,Medium
Kohima,Nagaland,City,1,Low,5,Day,Bus,26-35,Female,Pilgrimage,0,Clear,Good,1.94,2.9,0.102,Low
Shillong,Meghalaya,Hill City,2,Low,3,Night,Bike,26-35,Female,Night Stay,0,Fog,Good,2.09,0.85,0.626,High
Aizawl,Mizoram,City,1,Low,4,Day,Bus,46+,Female,Pilgrimage,0,Clear,Good,1.55,1.94,0.137,Low
Majuli Island,Assam,Island,3,Medium,3,Night,Trekking,26-35,Female,Sightseeing,0,Clear,Moderate,5.83,2.32,0.736,High
Shillong,Meghalaya,Hill City,2,Low,5,Day,Cab,36-45,Female,Trekking,0,Rain,Good,1.03,1.06,0.26,Medium
Shillong,Meghalaya,Hill City,2,Low,4,Day,Cab,46+,Male,Pilgrimage,0,Clear,Good,2.59,2.68,0.184,Low
Majuli Island,Assam,Island,3,Medium,4,Day,Bus,26-35,Male,Sightseeing,0,Clear,Moderate,4.97,1.92,0.376,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Cab,36-45,Female,Sightseeing,0,Clear,Good,0.93,0.9,0.161,Low
Darjeeling,West Bengal,Hill Town,2,Low,4,Day,Cab,36-45,Female,Trekking,0,Clear,Good,2.94,0.81,0.228,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,46+,Male,Sightseeing,0,Rain,Poor,10.79,0.33,0.763,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,2,Day,Trekking,36-45,Male,Sightseeing,1,Clear,Good,1.21,1.85,0.508,High
Nathula Pass,Sikkim,High Pass,5,High,3,Day,Cab,26-35,Male,Sightseeing,0,Clear,Poor,10.53,0.16,0.762,Extreme
Kaziranga National Park,Assam,Wildlife,4,High,4,Day,Bus,36-45,Female,Pilgrimage,0,Clear,Poor,5.91,1.04,0.666,High
Kamakhya Temple,Assam,Temple,1,Low,4,Night,Bus,26-35,Male,Pilgrimage,0,Clear,Good,2.21,0.7,0.336,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Cab,26-35,Male,Trekking,0,Clear,Poor,8.66,1.18,0.73,High
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Bus,36-45,Female,Sightseeing,1,Clear,Poor,9.27,0.2,0.873,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,5,Day,Cab,18-25,Male,Trekking,0,Clear,Poor,11.27,0.8,0.711,High
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Bus,26-35,Male,Night Stay,0,Fog,Poor,8.23,1.48,0.996,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,1,Night,Trekking,26-35,Male,Pilgrimage,0,Clear,Good,2.79,0.82,0.816,Extreme
Kohima,Nagaland,City,1,Low,4,Day,Cab,36-45,Male,Pilgrimage,0,Rain,Good,2.05,2.11,0.221,Low
Kaziranga National Park,Assam,Wildlife,4,High,4,Night,Cab,26-35,Male,Night Stay,1,Clear,Poor,11.12,1.04,1,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,5,Night,Cab,18-25,Male,Trekking,0,Clear,Good,1,1.32,0.418,Medium
Sandakphu,West Bengal,Trek Peak,4,High,3,Day,Bus,26-35,Female,Sightseeing,0,Clear,Poor,6.02,0.4,0.694,High
Aizawl,Mizoram,City,1,Low,5,Day,Bus,18-25,Female,Pilgrimage,1,Clear,Good,2.4,1.56,0.295,Medium
Shillong,Meghalaya,Hill City,2,Low,2,Night,Trekking,18-25,Female,Pilgrimage,0,Clear,Good,1.04,2.73,0.495,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Night,Bike,36-45,Female,Trekking,0,Clear,Good,2.22,0.9,0.514,High
Aizawl,Mizoram,City,1,Low,5,Day,Bus,18-25,Male,Sightseeing,0,Rain,Good,2.56,2.34,0.206,Low
Kaziranga National Park,Assam,Wildlife,4,High,4,Day,Cab,26-35,Female,Trekking,0,Fog,Poor,6.84,1.11,0.803,Extreme
Shillong,Meghalaya,Hill City,2,Low,3,Night,Cab,46+,Male,Sightseeing,0,Clear,Good,0.92,1.44,0.417,Medium
Kaziranga National Park,Assam,Wildlife,4,High,3,Day,Cab,36-45,Female,Sightseeing,0,Clear,Poor,9.54,0.74,0.709,High
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Day,Bus,36-45,Male,Trekking,0,Clear,Good,1.59,1.21,0.177,Low
Nathula Pass,Sikkim,High Pass,5,High,2,Day,Bike,18-25,Male,Sightseeing,1,Clear,Poor,10.25,0.97,1,Extreme
Manas National Park,Assam,Wildlife,4,High,3,Day,Bike,36-45,Female,Trekking,1,Clear,Poor,10.99,1.43,1,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,46+,Female,Sightseeing,0,Fog,Good,2.15,1.27,0.21,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,1,Day,Trekking,18-25,Female,Sightseeing,0,Clear,Poor,10.74,0.94,0.921,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Day,Bus,26-35,Female,Trekking,0,Clear,Good,1.57,2.85,0.175,Low
Aizawl,Mizoram,City,1,Low,3,Day,Bus,36-45,Male,Pilgrimage,0,Rain,Good,2.08,2.46,0.25,Medium
Gangtok,Sikkim,City,1,Low,2,Day,Cab,26-35,Female,Trekking,0,Rain,Good,1.98,0.57,0.312,Medium
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,46+,Male,Trekking,0,Clear,Moderate,4.61,0.71,0.434,Medium
Aizawl,Mizoram,City,1,Low,2,Day,Cab,36-45,Male,Night Stay,0,Clear,Good,1.95,0.76,0.221,Low
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Bus,26-35,Female,Night Stay,0,Clear,Good,2.6,1.48,0.139,Low
Majuli Island,Assam,Island,3,Medium,5,Day,Bus,46+,Male,Trekking,0,Clear,Moderate,5.23,0.61,0.389,Medium
Manas National Park,Assam,Wildlife,4,High,4,Night,Bus,18-25,Female,Night Stay,1,Clear,Poor,10.19,1.4,1,Extreme
Kaziranga National Park,Assam,Wildlife,4,High,2,Night,Trekking,26-35,Male,Night Stay,1,Clear,Poor,5.58,1.07,1,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,4,Night,Bus,18-25,Female,Night Stay,0,Clear,Good,2.81,1.13,0.419,Medium
Gangtok,Sikkim,City,1,Low,3,Night,Bus,46+,Male,Night Stay,0,Clear,Good,1.62,1.99,0.401,Medium
Kamakhya Temple,Assam,Temple,1,Low,4,Day,Cab,46+,Female,Trekking,0,Clear,Good,0.92,0.58,0.184,Low
Nathula Pass,Sikkim,High Pass,5,High,2,Day,Bike,36-45,Female,Sightseeing,0,Clear,Poor,7.5,0.2,0.824,Extreme
Kohima,Nagaland,City,1,Low,5,Night,Bus,18-25,Male,Night Stay,0,Clear,Good,1.3,1.08,0.339,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Night,Cab,26-35,Male,Night Stay,0,Clear,Good,1.93,2.12,0.408,Medium
Kohima,Nagaland,City,1,Low,5,Day,Cab,26-35,Male,Sightseeing,0,Clear,Good,0.81,0.93,0.109,Low
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Cab,36-45,Male,Sightseeing,0,Clear,Poor,11.27,1.39,0.686,High
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,46+,Male,Pilgrimage,0,Clear,Moderate,4.23,0.92,0.366,Medium
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,46+,Male,Night Stay,0,Rain,Good,0.85,2.98,0.283,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Night,Cab,26-35,Male,Trekking,0,Clear,Poor,5.03,1.06,0.941,Extreme
Manas National Park,Assam,Wildlife,4,High,2,Night,Trekking,18-25,Male,Night Stay,0,Clear,Poor,6.89,0.34,1,Extreme
Shillong,Meghalaya,Hill City,2,Low,5,Day,Bus,36-45,Male,Pilgrimage,0,Clear,Good,1.69,1.73,0.147,Low
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Bus,26-35,Male,Night Stay,0,Rain,Poor,6.7,1.01,0.971,Extreme
Majuli Island,Assam,Island,3,Medium,1,Day,Cab,46+,Male,Trekking,0,Clear,Moderate,2.42,0.68,0.51,High
Kohima,Nagaland,City,1,Low,5,Day,Bus,36-45,Female,Trekking,0,Clear,Good,1.46,1.63,0.142,Low
Aizawl,Mizoram,City,1,Low,4,Night,Cab,26-35,Male,Night Stay,0,Clear,Good,0.76,1.65,0.375,Medium
Kaziranga National Park,Assam,Wildlife,4,High,1,Night,Trekking,46+,Male,Night Stay,1,Clear,Poor,11.49,0.22,1,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Bike,36-45,Male,Pilgrimage,0,Clear,Good,1.56,1.24,0.274,Medium
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Bus,46+,Male,Sightseeing,1,Clear,Poor,5.25,0.47,1,Extreme
Sela Pass,Arunachal Pradesh,High Pass,5,High,2,Day,Trekking,46+,Female,Pilgrimage,1,Clear,Poor,6.44,1.2,1,Extreme
Nathula Pass,Sikkim,High Pass,5,High,4,Day,Bus,18-25,Male,Trekking,1,Clear,Poor,11.35,0.43,0.934,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Bus,36-45,Female,Trekking,1,Clear,Moderate,5.9,2.23,0.632,High
Kaziranga National Park,Assam,Wildlife,4,High,4,Day,Bus,36-45,Female,Sightseeing,0,Rain,Poor,8.97,1.49,0.751,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Day,Bike,26-35,Male,Sightseeing,0,Clear,Moderate,3.4,1.46,0.512,High
Darjeeling,West Bengal,Hill Town,2,Low,5,Night,Cab,18-25,Female,Night Stay,0,Clear,Good,2.76,1.99,0.421,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,26-35,Female,Trekking,1,Clear,Poor,10.19,1.46,0.915,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Night,Cab,46+,Male,Night Stay,0,Clear,Good,2.9,1.82,0.42,Medium
Kohima,Nagaland,City,1,Low,3,Day,Cab,46+,Female,Night Stay,0,Clear,Good,2.03,1.58,0.245,Low
Imphal,Manipur,City,1,Low,4,Day,Bus,36-45,Male,Sightseeing,0,Clear,Good,2.92,2.06,0.127,Low
Nathula Pass,Sikkim,High Pass,5,High,4,Day,Cab,18-25,Female,Sightseeing,1,Clear,Poor,8.42,0.11,0.917,Extreme
Manas National Park,Assam,Wildlife,4,High,5,Night,Bus,36-45,Male,Night Stay,0,Rain,Poor,8.93,1.44,0.965,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Night,Cab,46+,Male,Night Stay,0,Fog,Good,2.09,1.56,0.5,Medium
Gangtok,Sikkim,City,1,Low,4,Day,Bus,36-45,Female,Trekking,0,Clear,Good,2.21,1,0.173,Low
Nathula Pass,Sikkim,High Pass,5,High,4,Night,Bus,36-45,Male,Night Stay,1,Clear,Poor,11.13,0.71,1,Extreme
Kohima,Nagaland,City,1,Low,4,Night,Bus,36-45,Female,Night Stay,1,Clear,Good,1.9,2.89,0.599,High
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Cab,26-35,Female,Trekking,1,Clear,Poor,10.92,0.28,1,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,3,Night,Cab,18-25,Male,Sightseeing,0,Clear,Good,2.55,1.91,0.426,Medium
Kamakhya Temple,Assam,Temple,1,Low,4,Night,Bus,18-25,Male,Trekking,0,Clear,Good,2.1,0.89,0.378,Medium
Kaziranga National Park,Assam,Wildlife,4,High,2,Day,Trekking,46+,Male,Sightseeing,0,Clear,Poor,6.73,0.25,0.796,Extreme
Aizawl,Mizoram,City,1,Low,4,Night,Cab,18-25,Male,Night Stay,0,Clear,Good,1.87,2.55,0.419,Medium
Kamakhya Temple,Assam,Temple,1,Low,3,Day,Bus,46+,Male,Sightseeing,0,Clear,Good,2.35,1.87,0.152,Low
Kamakhya Temple,Assam,Temple,1,Low,4,Night,Bus,46+,Female,Night Stay,0,Clear,Good,1.56,0.57,0.366,Medium
Kaziranga National Park,Assam,Wildlife,4,High,1,Night,Cab,36-45,Male,Pilgrimage,0,Fog,Poor,10.06,0.49,1,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Day,Trekking,36-45,Female,Sightseeing,0,Rain,Good,2.65,0.85,0.388,Medium
Aizawl,Mizoram,City,1,Low,5,Day,Bus,18-25,Female,Pilgrimage,0,Clear,Good,1.77,2.15,0.118,Low
Imphal,Manipur,City,1,Low,1,Day,Trekking,46+,Male,Sightseeing,0,Clear,Good,1.75,2.2,0.32,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,18-25,Male,Pilgrimage,0,Clear,Poor,5.8,1.29,0.672,High
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Cab,26-35,Female,Sightseeing,0,Clear,Poor,6.4,0.45,0.638,High
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,2,Day,Cab,26-35,Female,Trekking,0,Clear,Good,2.53,2.73,0.266,Medium
Majuli Island,Assam,Island,3,Medium,3,Day,Bike,36-45,Male,Pilgrimage,0,Rain,Moderate,3.43,2.27,0.622,High
Darjeeling,West Bengal,Hill Town,2,Low,4,Day,Bus,46+,Female,Sightseeing,0,Clear,Good,1.75,0.63,0.126,Low
Nathula Pass,Sikkim,High Pass,5,High,2,Night,Trekking,36-45,Female,Night Stay,1,Fog,Poor,9.03,1.29,1,Extreme
Aizawl,Mizoram,City,1,Low,5,Night,Cab,18-25,Male,Pilgrimage,1,Rain,Good,1.55,1,0.58,High
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,4,Night,Bus,36-45,Male,Trekking,0,Clear,Good,2.59,2.52,0.401,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Cab,18-25,Female,Trekking,0,Clear,Good,2.13,1.58,0.24,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,18-25,Male,Sightseeing,0,Clear,Poor,9.77,1.13,0.662,High
Aizawl,Mizoram,City,1,Low,4,Day,Bus,26-35,Female,Pilgrimage,0,Clear,Good,2.76,1.38,0.144,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,3,Day,Cab,26-35,Male,Sightseeing,0,Rain,Poor,5.1,1.11,0.79,Extreme
Shillong,Meghalaya,Hill City,2,Low,1,Night,Bike,46+,Male,Night Stay,0,Clear,Good,1.23,2.02,0.841,Extreme
Majuli Island,Assam,Island,3,Medium,4,Day,Bus,18-25,Female,Trekking,0,Fog,Moderate,2.88,1.84,0.494,Medium
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Bus,26-35,Female,Night Stay,0,Clear,Poor,9.94,0.97,0.918,Extreme
Shillong,Meghalaya,Hill City,2,Low,2,Day,Bus,26-35,Female,Trekking,1,Rain,Good,1.09,1.6,0.53,High
Kaziranga National Park,Assam,Wildlife,4,High,3,Night,Bus,46+,Male,Night Stay,1,Clear,Poor,6.95,0.95,1,Extreme
Aizawl,Mizoram,City,1,Low,3,Day,Cab,46+,Male,Trekking,0,Clear,Good,1.26,1.85,0.206,Low
Kohima,Nagaland,City,1,Low,4,Day,Bus,36-45,Male,Sightseeing,0,Clear,Good,2.32,2.34,0.119,Low
Aizawl,Mizoram,City,1,Low,5,Day,Bus,36-45,Female,Pilgrimage,0,Fog,Good,1.45,2.36,0.156,Low
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,36-45,Female,Sightseeing,0,Clear,Poor,5.27,0.48,0.611,High
Kaziranga National Park,Assam,Wildlife,4,High,5,Night,Bus,18-25,Female,Night Stay,1,Clear,Poor,5.06,0.15,1,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Day,Cab,46+,Male,Sightseeing,0,Clear,Good,0.95,2.41,0.224,Low
Shillong,Meghalaya,Hill City,2,Low,5,Day,Bus,26-35,Male,Trekking,0,Clear,Good,0.96,1.77,0.175,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,1,Night,Cab,18-25,Female,Night Stay,0,Clear,Poor,5.31,0.43,1,Extreme
Kamakhya Temple,Assam,Temple,1,Low,3,Day,Bike,18-25,Male,Trekking,0,Clear,Good,2.1,2.69,0.33,Medium
Imphal,Manipur,City,1,Low,4,Night,Cab,36-45,Female,Night Stay,0,Fog,Good,0.61,2.83,0.442,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,4,Day,Cab,36-45,Female,Trekking,0,Fog,Good,2.41,2.12,0.312,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,46+,Male,Sightseeing,1,Fog,Poor,6.37,0.91,0.914,Extreme
Imphal,Manipur,City,1,Low,5,Day,Bus,26-35,Female,Night Stay,0,Clear,Good,2.7,1.4,0.158,Low
Imphal,Manipur,City,1,Low,5,Day,Cab,46+,Male,Pilgrimage,0,Fog,Good,2.81,1.11,0.192,Low
Shillong,Meghalaya,Hill City,2,Low,3,Day,Bike,36-45,Female,Night Stay,0,Rain,Good,0.87,1.74,0.42,Medium
Cherrapunji,Meghalaya,Plateau,3,Medium,2,Day,Bus,46+,Male,Trekking,0,Clear,Moderate,4.97,0.49,0.447,Medium
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Bus,18-25,Male,Pilgrimage,0,Rain,Moderate,4.85,0.47,0.445,Medium
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Cab,18-25,Male,Night Stay,0,Rain,Good,1.59,2.39,0.471,Medium
Majuli Island,Assam,Island,3,Medium,5,Night,Bus,26-35,Male,Night Stay,0,Rain,Moderate,4.89,0.84,0.672,High
Sandakphu,West Bengal,Trek Peak,4,High,3,Day,Bus,36-45,Male,Pilgrimage,0,Rain,Poor,5.29,1.42,0.77,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Day,Bus,36-45,Female,Sightseeing,0,Fog,Good,1.06,0.92,0.165,Low
Kamakhya Temple,Assam,Temple,1,Low,2,Day,Bus,26-35,Female,Trekking,1,Clear,Good,2.76,2.9,0.435,Medium
Kaziranga National Park,Assam,Wildlife,4,High,3,Night,Bus,46+,Male,Night Stay,0,Clear,Poor,8.65,1.26,0.93,Extreme
Kamakhya Temple,Assam,Temple,1,Low,3,Night,Bike,46+,Female,Pilgrimage,0,Clear,Good,0.79,1.38,0.479,Medium
Majuli Island,Assam,Island,3,Medium,3,Night,Cab,36-45,Male,Night Stay,0,Clear,Moderate,3.26,2.33,0.697,High
Kohima,Nagaland,City,1,Low,3,Day,Bus,26-35,Male,Sightseeing,0,Rain,Good,1.16,0.88,0.234,Low
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Cab,26-35,Male,Sightseeing,1,Clear,Poor,5.47,0.88,1,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Day,Cab,36-45,Female,Trekking,0,Clear,Good,1.25,1.08,0.166,Low
Aizawl,Mizoram,City,1,Low,2,Day,Trekking,36-45,Female,Night Stay,0,Clear,Good,1.62,1.12,0.306,Medium
Kohima,Nagaland,City,1,Low,5,Day,Bus,18-25,Female,Pilgrimage,0,Clear,Good,1.72,1.53,0.096,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Night,Cab,46+,Male,Night Stay,0,Clear,Good,1.5,2.78,0.474,Medium
Kohima,Nagaland,City,1,Low,4,Day,Bus,18-25,Female,Pilgrimage,0,Clear,Good,2.06,2.87,0.132,Low
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,18-25,Female,Sightseeing,0,Clear,Poor,5.44,0.17,0.62,High
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Night,Bus,46+,Male,Night Stay,0,Clear,Moderate,4.93,2.36,0.599,High
Kamakhya Temple,Assam,Temple,1,Low,3,Day,Cab,46+,Female,Sightseeing,0,Clear,Good,1.12,1.18,0.179,Low
Aizawl,Mizoram,City,1,Low,2,Day,Bike,26-35,Female,Sightseeing,1,Fog,Good,2.36,1.85,0.524,High
Aizawl,Mizoram,City,1,Low,4,Night,Bus,26-35,Female,Night Stay,0,Clear,Good,0.75,2.92,0.378,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Day,Cab,18-25,Male,Pilgrimage,0,Clear,Good,1.11,0.54,0.127,Low
Imphal,Manipur,City,1,Low,5,Day,Cab,18-25,Female,Trekking,0,Clear,Good,1.69,0.77,0.152,Low
Majuli Island,Assam,Island,3,Medium,5,Day,Bus,18-25,Male,Trekking,1,Rain,Moderate,4.47,1.29,0.688,High
Sela Pass,Arunachal Pradesh,High Pass,5,High,4,Night,Cab,18-25,Female,Night Stay,1,Rain,Poor,9.82,0.94,1,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Night,Bus,46+,Female,Night Stay,0,Rain,Good,1.89,2.35,0.49,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Day,Cab,18-25,Female,Trekking,0,Clear,Good,1.59,2.93,0.184,Low
Cherrapunji,Meghalaya,Plateau,3,Medium,4,Day,Bus,46+,Male,Pilgrimage,0,Clear,Moderate,5.69,1.76,0.391,Medium
Imphal,Manipur,City,1,Low,4,Night,Cab,26-35,Male,Night Stay,0,Clear,Good,1.8,1.13,0.408,Medium
Shillong,Meghalaya,Hill City,2,Low,3,Day,Bike,26-35,Female,Sightseeing,0,Clear,Good,2.94,1.28,0.315,Medium
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,36-45,Male,Sightseeing,0,Clear,Good,2.71,1.36,0.125,Low
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Bus,46+,Female,Night Stay,0,Clear,Poor,9.62,0.21,0.929,Extreme
Gangtok,Sikkim,City,1,Low,2,Day,Bike,26-35,Female,Sightseeing,0,Clear,Good,2.43,1.98,0.294,Medium
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Bus,26-35,Male,Sightseeing,0,Rain,Poor,6.03,0.33,0.896,Extreme
Manas National Park,Assam,Wildlife,4,High,5,Day,Bus,26-35,Female,Pilgrimage,1,Clear,Poor,8.92,0.63,0.84,Extreme
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Cab,36-45,Male,Trekking,0,Clear,Poor,10.88,0.88,0.965,Extreme
Kamakhya Temple,Assam,Temple,1,Low,1,Day,Trekking,46+,Female,Trekking,0,Clear,Good,2.32,1.03,0.392,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Night,Bus,46+,Female,Trekking,0,Clear,Good,0.99,1.97,0.401,Medium
Gangtok,Sikkim,City,1,Low,5,Day,Bus,18-25,Female,Sightseeing,0,Clear,Good,2.26,1.19,0.106,Low
Kaziranga National Park,Assam,Wildlife,4,High,3,Day,Bus,46+,Female,Pilgrimage,0,Clear,Poor,5.73,0.62,0.683,High
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Bus,26-35,Male,Pilgrimage,0,Clear,Moderate,3.26,2.17,0.372,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Cab,36-45,Female,Trekking,0,Rain,Poor,11.58,0.66,0.811,Extreme
Majuli Island,Assam,Island,3,Medium,2,Night,Trekking,26-35,Male,Night Stay,0,Clear,Moderate,4.75,1.14,0.789,Extreme
Kaziranga National Park,Assam,Wildlife,4,High,2,Night,Cab,36-45,Female,Night Stay,0,Clear,Poor,8.24,0.26,0.963,Extreme
